|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 115590|M1III       | 4.96|351.20936267|+62.28283877|   1.676|
|HIP 78650 |K3III       | 4.96|240.83611243|-25.86514891|   1.234|
|HIP 24822 |G8III       | 4.96|079.81912416|+22.09669104|   0.937|
|HIP 88657 |M3IIIa+...  | 4.96|271.50795297|+22.21889206|   1.656|
|HIP 20250 |K1III       | 4.97|065.08847817|+27.35094069|   1.150|
|HIP 60172 |K1III       | 4.97|185.08813566|+03.31272688|   1.172|
|HIP 50847 |B8V         | 4.97|155.74241361|-66.90152522|  -0.128|
|HIP 117221|G5Ib        | 4.97|356.50849555|+46.42029095|   1.086|
|HIP 79790 |F9Ia        | 4.97|244.25389798|-50.06811224|   0.788|
|HIP 70753 |B7/B8V      | 4.97|217.04351389|-29.49157976|  -0.074|
|HIP 5862  |F8V         | 4.97|018.79403213|-45.53209717|   0.571|
|HIP 9009  |B8III       | 4.97|029.00001575|+68.68526545|  -0.084|
|HIP 83430 |M3III       | 4.97|255.78273333|+14.09210030|   1.600|
|HIP 28010 |K1IIICN...  | 4.97|088.87454313|-37.12060931|   1.102|
|HIP 17313 |B0.5V       | 4.97|055.59434812|+33.96503899|  -0.048|
|HIP 116310|K4III       | 4.97|353.48813881|+31.32532196|   1.383|
|HIP 76742 |K3III       | 4.97|235.07043893|-23.81805841|   1.302|
|HIP 18772 |K4III       | 4.97|060.32529605|-61.07905148|   1.386|
|HIP 65721 |G5V         | 4.97|202.10812668|+13.78018777|   0.714|
|HIP 38538 |A3V         | 4.97|118.37431874|+26.76585858|   0.098|
|HIP 116758|A7IV        | 4.97|354.94598676|-14.22204281|   0.257|
|HIP 76041 |A5V         | 4.98|232.94580142|+40.89936876|   0.086|
|HIP 92951 |A5Vn        | 4.98|284.06088696|+04.20205672|   0.204|
|HIP 23783 |F0V         | 4.98|076.66940952|+51.59814314|   0.343|
|HIP 37379 |K3III       | 4.98|115.09671685|-15.26385208|   1.543|
|HIP 90156 |A3V         | 4.98|275.97770388|+58.80058520|   0.082|
|HIP 42509 |K3III       | 4.98|130.00633068|-12.47537441|   1.415|
|HIP 7999  |K3II-III    | 4.98|025.68132047|-03.69011692|   1.378|
|HIP 26220 |O7          | 4.98|083.81592896|-05.38731536|        |
|HIP 60746 |A4V         | 4.98|186.74710034|+26.82572160|   0.088|
|HIP 13884 |A5III       | 4.98|044.69902505|-64.07129717|   0.126|
|HIP 53824 |A5III       | 4.98|165.18680144|+06.10150342|   0.166|
|HIP 95066 |G8III-IV... | 4.98|290.13682588|-05.41587489|   0.937|
|HIP 10053 |F2III       | 4.98|032.35535861|+25.93997268|   0.339|
|HIP 26235 |O9.5Vpe     | 4.98|083.84541591|-05.41606331|  -0.097|
|HIP 78493 |A0p...      | 4.98|240.36079431|+29.85107821|  -0.050|
|HIP 57696 |G5Ib        | 4.98|177.48594609|-70.22578580|   1.360|
|HIP 98073 |K5II-III    | 4.98|298.98078459|+58.84601982|   1.584|
|HIP 66821 |B8Vn+...    | 4.99|205.43672827|-54.55936543|  -0.055|
|HIP 89348 |F5V         | 4.99|273.47232710|+64.39719935|   0.440|
|HIP 40259 |G5Ib/II     | 4.99|123.33322933|-15.78821451|   1.066|
|HIP 36041 |G8III       | 4.99|111.41207798|+09.27611835|   0.991|
|HIP 16147 |B5V         | 4.99|052.01270885|+49.06293148|  -0.091|
|HIP 55560 |G8II        | 4.99|170.70672415|+43.48273665|   0.998|
|HIP 113288|K5Ibvar     | 4.99|344.10832784|+49.73355094|   1.778|
|HIP 46771 |K0IIIvar    | 4.99|142.98663458|+11.30003070|   1.046|
|HIP 45085 |B5Ia        | 4.99|137.76834415|-44.86791223|   0.222|
|HIP 32844 |K3III       | 4.99|102.69151315|+41.78156548|   1.256|
|HIP 32855 |K2/K3III    | 4.99|102.71812209|-34.36732059|   1.379|
|HIP 21644 |A0V         | 4.99|069.72330721|-12.12307828|   0.074|
|HIP 44659 |K2II-III    | 4.99|136.49324097|+05.09234249|   1.189|
|HIP 75206 |F8V         | 4.99|230.53497528|-47.92746963|   0.515|
|HIP 9505  |B8III       | 4.99|030.57530917|+54.48754946|  -0.071|
|HIP 109289|K4III       | 4.99|332.10803368|-34.04372111|   1.499|
|HIP 355   |K3Ibvar     | 4.99|001.12550980|-10.50949443|   1.619|
|HIP 115115|A0V         | 4.99|349.74021218|-09.61073100|  -0.022|
|HIP 25142 |B1V         | 4.99|080.70833880|+03.54444809|  -0.096|
|HIP 59856 |K1III       | 4.99|184.12572840|+33.06179861|   1.140|
|HIP 75312 |G2V         | 4.99|230.80094284|+30.28824114|   0.577|
|HIP 95372 |B3IV        | 4.99|291.03154901|+29.62131120|  -0.120|
|HIP 69389 |B9p Si      | 4.99|213.06596003|+02.40949613|  -0.118|
|HIP 78323 |G8III       | 4.99|239.87623269|-41.74439602|   0.988|
|HIP 33971 |B1V         | 4.99|105.72824798|-04.23923814|  -0.195|
|HIP 18488 |K3I-II      | 4.99|059.28455287|+61.10891703|   1.435|
|HIP 98842 |K1III/IV    | 4.99|301.08151239|-32.05626941|   1.208|
|HIP 17304 |B5III       | 4.99|055.56207975|-31.93839587|  -0.159|
|HIP 93408 |A7V         | 5.00|285.35983210|+46.93502175|   0.186|
|HIP 35384 |A4IIIn      | 5.00|109.63324602|+49.46474619|   0.087|
|HIP 96275 |B8IIIn      | 5.00|293.64536654|+19.77339742|  -0.093|
|HIP 97295 |F5          | 5.00|296.60659960|+33.72868813|   0.476|
|HIP 92845 |K1Ib/II     | 5.00|283.77946681|-22.67125323|   1.348|
|HIP 19018 |F0II        | 5.00|061.11318196|+59.15550819|   0.495|
|HIP 29735 |B9V         | 5.00|093.93699498|-13.71838696|  -0.078|
|HIP 29034 |B8:IV       | 5.00|091.88180046|-37.25292114|  -0.095|
|HIP 79043 |G8III       | 5.00|242.01894370|+17.04699349|   0.931|
|HIP 47205 |K1IIIvar    | 5.00|144.30295211|+06.83577519|   1.051|
|HIP 33345 |B9.5V       | 5.00|104.02769490|-14.04344644|   1.182|
|HIP 118121|A1V         | 5.00|359.39571557|-64.29808259|   0.060|
|HIP 25278 |F8V SB      | 5.00|081.10545973|+17.38355205|   0.544|
|HIP 88788 |G8III...    | 5.00|271.86974331|+43.46203247|   0.913|
|HIP 94490 |K2III       | 5.00|288.47985288|+57.70525514|   1.156|
|HIP 55588 |K4III       | 5.00|170.80292630|-36.16476782|   1.464|
|HIP 76008 |K5III       | 5.00|232.85439245|+77.34933897|   1.545|
|HIP 88060 |K5/M0III    | 5.00|269.77199900|-30.25300479|   1.654|
|HIP 57175 |F9Ia        | 5.00|175.87999922|-62.48939856|   0.784|
|HIP 23430 |K1III       | 5.01|075.54069171|-26.27484321|   1.056|
|HIP 60646 |G8III-IV    | 5.01|186.46248809|+39.01869867|   0.955|
|HIP 29353 |M2.5III     | 5.01|092.81256272|-65.58970507|   1.599|
|HIP 60998 |M3IIIa      | 5.01|187.52817199|+69.20126087|   1.621|
|HIP 42088 |K1/K2II     | 5.01|128.68170313|-49.94424627|   1.304|
|HIP 52425 |K3III       | 5.01|160.76683096|+69.07624525|   1.406|
|HIP 38423 |F3/F5V      | 5.01|118.06584635|-34.70602121|   0.470|
|HIP 2219  |M3IIIvar    | 5.01|007.01185234|+17.89307501|   1.584|
|HIP 841   |F2II        | 5.01|002.58017518|+46.07227117|   0.405|
|HIP 84833 |M2III       | 5.01|260.07860691|+18.05721601|   1.654|
|HIP 36429 |K2III       | 5.01|112.45325480|+27.91619925|   1.117|
|HIP 60059 |M1III       | 5.01|184.74928553|-55.14297519|   1.600|
|HIP 97496 |A3V         | 5.01|297.24437005|+19.14197806|   0.095|
|HIP 46950 |B1.5IV      | 5.01|143.53667204|-51.25528201|  -0.180|
|HIP 29919 |M3III       | 5.01|094.47846658|+61.51529221|   1.843|
|HIP 7719  |G8III...    | 5.01|024.83757938|+44.38612827|   0.883|
|HIP 98258 |A2V         | 5.01|299.48758471|-15.49126255|   0.055|
|HIP 24504 |A9IV        | 5.01|078.85171534|+32.68756990|   0.222|
|HIP 56862 |G2III + A   | 5.01|174.87347083|-65.39774890|   0.804|
|HIP 53426 |K1III       | 5.02|163.93526063|+33.50699574|   1.101|
|HIP 46880 |K0III       | 5.02|143.30196880|-21.11575904|   1.023|
|HIP 25292 |K4III       | 5.02|081.16309201|+37.38537514|   1.445|
|HIP 107608|A1V         | 5.02|326.93405546|-30.89830582|   0.042|
|HIP 89981 |M2III       | 5.02|275.38618655|+49.12146945|   1.619|
|HIP 72800 |B7II/III    | 5.02|223.21287023|-37.80311642|  -0.155|
|HIP 74793 |K4III       | 5.02|229.27450664|+71.82387844|   1.369|
|HIP 93057 |B9.5Ib      | 5.02|284.33532364|-20.65633439|   0.137|
|HIP 68103 |K3IIIvar    | 5.02|209.14234407|+27.49219844|   1.441|
|HIP 91975 |B9V         | 5.02|281.20805403|+02.06007487|  -0.055|
|HIP 87212 |A2V         | 5.02|267.26805764|+50.78054478|   0.043|
|HIP 95477 |A4IV/V      | 5.02|291.31854426|-24.50844892|   0.235|
|HIP 51635 |K4III       | 5.02|158.23700305|-47.00336923|   1.045|
|HIP 87234 |F6IV-Vs     | 5.02|267.36223704|+76.96227797|   0.518|
|HIP 20901 |A7V         | 5.02|067.20875444|+13.04763905|   0.215|
|HIP 22479 |K0III       | 5.03|072.54828803|-16.21728342|   0.992|
|HIP 84671 |K4II-III    | 5.03|259.65410656|+10.86471277|   1.539|
|HIP 41639 |B+...       | 5.03|127.36453332|-44.72482773|  -0.168|
|HIP 28675 |K3II/IIICNv | 5.03|090.81483793|-26.28475048|   1.335|
|HIP 61418 |K2III       | 5.03|188.78234382|+18.37700118|   1.152|
|HIP 9836  |A2m         | 5.03|031.64130188|+22.64840404|   0.121|
|HIP 83336 |B8V         | 5.03|255.46937192|-32.14340148|  -0.100|
|HIP 95937 |M1IIIvar    | 5.03|292.66593316|-02.78886135|   1.770|
|HIP 82504 |K2II-III    | 5.03|252.93856397|+24.65641963|   1.246|
|HIP 95261 |A0Vn        | 5.03|290.71325245|-54.42372882|   0.020|
|HIP 103200|K4III       | 5.03|313.64015502|+28.05763154|   1.481|
|HIP 69618 |B4Vne       | 5.03|213.73818295|-57.08607539|  -0.074|
|HIP 66803 |M2III       | 5.03|205.40346122|-08.70308218|   1.623|
|HIP 91755 |B9.5p...    | 5.03|280.65815094|+55.53940044|  -0.070|
|HIP 97635 |K3IIIvar    | 5.03|297.65722388|+52.98816657|   1.286|
|HIP 53721 |G0V         | 5.03|164.86756582|+40.43012281|   0.624|
|HIP 37891 |F2V         | 5.03|116.48698643|-14.56382026|   0.342|
|HIP 35226 |B3V         | 5.03|109.20589876|-36.59264813|  -0.161|
|HIP 111710|K2III       | 5.04|339.43925419|-04.22776291|   1.140|
|HIP 29800 |F5IV-V      | 5.04|094.11070845|+12.27171030|   0.431|
|HIP 37606 |G5IV        | 5.04|115.73817103|-45.17177284|   0.765|
|HIP 65810 |A0V         | 5.04|202.35523124|-51.16511504|   0.059|
|HIP 77811 |B3V         | 5.04|238.33358671|-20.16699405|  -0.014|
|HIP 74778 |O8.5V       | 5.04|229.23707633|-60.95724479|  -0.077|
|HIP 32173 |K5III       | 5.04|100.77086794|+44.52452351|   1.479|
|HIP 106711|A5V         | 5.04|324.23740434|+40.41349052|   0.198|
|HIP 39690 |K3III       | 5.04|121.66809949|-45.26604229|   1.488|
|HIP 105186|O8          | 5.04|319.61325695|+43.94596690|  -0.061|
|HIP 5317  |A3m         | 5.04|017.00299391|+43.94224107|   0.109|
|HIP 183   |B4V         | 5.04|000.58297574|-29.72044805|  -0.150|
|HIP 64407 |F6V         | 5.04|198.01451923|-16.19790340|   0.460|
|HIP 28991 |K2/K3III    | 5.04|091.76401174|-62.15441128|   1.256|
|HIP 75973 |K5III       | 5.04|232.73229511|+40.83306815|   1.589|
|HIP 35846 |G8III       | 5.04|110.86897550|+25.05060041|   0.902|
|HIP 37300 |M0III       | 5.04|114.86912974|+17.67451551|   1.616|
|HIP 8241  |A1V         | 5.04|026.52557865|-53.52218065|   0.031|
|HIP 28325 |A6m         | 5.04|089.76794851|-09.55813955|   0.189|
|HIP 21861 |F3V         | 5.04|070.51435953|-37.14476616|   0.391|
|HIP 74975 |F8III-IV    | 5.04|229.82741626|+01.76665611|   0.540|
|HIP 58905 |K4III       | 5.04|181.19443206|-76.51917475|   1.491|
|HIP 108535|F5V         | 5.04|329.81293227|+73.18028413|   0.439|
|HIP 65468 |K0III       | 5.04|201.28066834|-74.88749735|   1.110|
|HIP 15219 |G5II        | 5.04|049.05085271|+50.93771066|   1.107|
|HIP 17851 |B7p         | 5.05|057.29668368|+24.13682565|  -0.082|
|HIP 88745 |F7V         | 5.05|271.75669828|+30.56186809|   0.528|
|HIP 24879 |A5IIvar     | 5.05|080.00383769|+33.95806265|   0.287|
|HIP 23649 |M2IIIvar    | 5.05|076.24146891|-49.57783014|   1.484|
|HIP 42430 |G3/G5V      | 5.05|129.78362446|-22.66290580|   0.720|
|HIP 109556|O6e         | 5.05|332.87743467|+59.41451451|   0.192|
|HIP 15444 |B5V         | 5.05|049.78174379|+50.09502752|  -0.067|
|HIP 117371|A1Vn        | 5.05|356.97811533|+67.80681263|   0.007|
|HIP 31765 |G8III       | 5.05|099.65680209|-48.22023129|   0.997|
|HIP 115227|K2III       | 5.05|350.08557117|+05.38145156|   1.204|
|HIP 37391 |M2III       | 5.05|115.12954787|+87.02015634|   1.604|
|HIP 114347|M4Sv        | 5.05|347.38106177|+08.67717165|   1.484|
|HIP 70248 |B4V         | 5.06|215.59665420|-80.10891100|  -0.108|
|HIP 40680 |K1III       | 5.06|124.57823985|-65.61324550|   1.129|
|HIP 98571 |K1II-III    | 5.06|300.33978531|+50.10467998|   1.122|
|HIP 30772 |B2V         | 5.06|096.98988336|-04.76214677|  -0.175|
|HIP 24505 |B9V         | 5.06|078.85152247|-26.94343723|  -0.067|
|HIP 17296 |S5.3 SB:    | 5.06|055.53894572|+63.21675891|   1.651|
|HIP 96950 |F3IV/V      | 5.06|295.62955250|-16.12397392|   0.319|
|HIP 29134 |B8V         | 5.06|092.18476724|-68.84345717|  -0.072|
|HIP 102950|K1II/III    | 5.06|312.87520805|-51.60816692|   1.125|
|HIP 96825 |F5II        | 5.06|295.20880618|+45.52464940|   0.426|
|HIP 102843|A4me...     | 5.06|312.52013154|+44.05898220|   0.198|
|HIP 84033 |G8/K0III+.. | 5.06|257.67646022|-44.55755110|   0.867|
|HIP 104755|M2III       | 5.06|318.33516015|-70.12621725|   1.578|
|HIP 25045 |A2/A3       | 5.06|080.44278196|-24.77294996|   0.662|
|HIP 49485 |K0IV        | 5.06|151.54675512|-47.36986491|   0.880|
|HIP 36817 |F6V         | 5.06|113.57780754|-23.47366319|   0.468|
|HIP 53838 |Am          | 5.06|165.21033423|+39.21213189|   0.255|
|HIP 29417 |B2V         | 5.06|092.96590078|-06.55028276|  -0.201|
|HIP 117718|M2III       | 5.06|358.12205065|+19.12037002|   1.587|
|HIP 101868|B5IV        | 5.06|309.63295107|+24.11597742|  -0.133|
|HIP 14954 |F8V         | 5.07|048.19301506|-01.19593294|   0.575|
|HIP 38010 |B2IV/V      | 5.07|116.85416576|-38.51115599|  -0.112|
|HIP 56243 |G0Ia        | 5.07|172.94197140|-59.44206384|   1.026|
|HIP 101916|G5IV+...    | 5.07|309.78163540|+10.08615196|   0.702|
|HIP 46774 |K3III       | 5.07|142.98992745|+09.71579820|   1.364|
|HIP 109017|O9.5Ib      | 5.07|331.28663039|+62.27982101|   0.240|
|HIP 51775 |G8II-III    | 5.07|158.70030655|+06.95361136|   0.921|
|HIP 93867 |B8III       | 5.07|286.74418054|+11.07130501|  -0.055|
|HIP 2578  |A0V         | 5.07|008.18247614|-63.03137868|   0.038|
|HIP 47452 |B4IV/V      | 5.07|145.07657975|-14.33224542|  -0.149|
|HIP 21060 |B2IV-V      | 5.07|067.70874038|-44.95374351|  -0.194|
|HIP 36393 |A4V         | 5.07|112.33526392|+28.11840380|   0.120|
|HIP 85805 |K0III       | 5.07|262.99120820|+68.13470186|   1.077|
|HIP 25282 |K0III       | 5.07|081.12046283|-00.89166902|   0.961|
|HIP 83947 |K3III       | 5.07|257.38867303|+40.77701519|   1.275|
|HIP 107763|A1Vs        | 5.07|327.46117477|+30.17427852|   0.010|
|HIP 3810  |F8V...      | 5.07|012.24462380|+16.94113370|   0.502|
|HIP 81292 |B9V         | 5.07|249.05721668|+52.92435554|  -0.027|
|HIP 69415 |K2III       | 5.07|213.19180466|-27.26110002|   1.130|
|HIP 21727 |K0III SB    | 5.07|069.97786313|+53.07957406|   1.079|
|HIP 48437 |A2V         | 5.07|148.12696211|-08.10491559|   0.038|
|HIP 34909 |K3V         | 5.07|108.34277923|+16.15906775|   1.653|
|HIP 33558 |B4IV/V      | 5.07|104.60460729|-34.11172588|  -0.154|
|HIP 46928 |B5V         | 5.07|143.47293825|-80.94129374|  -0.139|
|HIP 90853 |B3III       | 5.07|278.00810133|-45.75735390|  -0.127|
|HIP 100881|B4V         | 5.08|306.83001454|-18.21169433|  -0.049|
|HIP 51912 |K1III       | 5.08|159.08568462|-59.56429542|   1.172|
|HIP 38872 |B2.5IV      | 5.08|119.32679394|-44.10987569|  -0.166|
|HIP 25541 |K4IIIp      | 5.08|081.91203061|+34.47598643|   1.400|
|HIP 48113 |G2V         | 5.08|147.14660351|+46.02123319|   0.619|
|HIP 52457 |A3Vn        | 5.08|160.85429114|+23.18838442|   0.042|
|HIP 21673 |A4m         | 5.08|069.78832206|+15.80003442|   0.141|
|HIP 51437 |B6V         | 5.08|157.57292935|-00.63697208|  -0.138|
|HIP 92814 |B3II        | 5.08|283.67964704|-15.60302217|   0.141|
|HIP 55598 |F3IV        | 5.08|170.84196837|-18.77990277|   0.439|
|HIP 22565 |A7IV-V      | 5.08|072.84338884|+18.83994085|   0.214|
|HIP 25110 |F6V         | 5.08|080.64073869|+79.23075701|   0.506|
|HIP 41483 |A9/F0III/IV | 5.08|126.90271156|-53.08853976|   0.256|
|HIP 73129 |B4Vnp       | 5.08|224.18334308|-62.78098762|  -0.023|
|HIP 111532|F3III-IV    | 5.08|338.94073618|+73.64312707|   0.395|
|HIP 51718 |K5III       | 5.08|158.50371309|-23.74521609|   1.596|
|HIP 17771 |B3V         | 5.08|057.06771677|+11.14336637|  -0.125|
|HIP 29271 |G5V         | 5.08|092.55918047|-74.75252790|   0.714|
|HIP 63005 |B5Vne       | 5.08|193.65383866|-57.16864387|  -0.089|
|HIP 2854  |B7III       | 5.08|009.03453140|+54.16845384|  -0.098|
|HIP 32558 |M1II        | 5.08|101.90509833|-08.99850109|   1.795|
|HIP 108036|F3IV        | 5.08|328.32326591|-13.55180134|   0.378|
|HIP 99080 |B3V         | 5.08|301.72249122|+23.61442409|  -0.162|
|HIP 113788|A3Vn        | 5.09|345.65140390|+42.75780620|   0.094|
|HIP 40321 |B2V:        | 5.09|123.49299197|-36.32229977|  -0.184|
|HIP 39023 |G8II        | 5.09|119.77384363|-23.31040264|   1.111|
|HIP 108022|B3V         | 5.09|328.26567758|+25.92513878|  -0.155|
|HIP 47965 |M3III       | 5.09|146.63193397|+57.12798971|   1.594|
|HIP 3781  |K5III       | 5.09|012.14632729|-74.92335356|   1.345|
|HIP 59819 |A3V         | 5.09|184.00097886|+14.89914477|   0.068|
|HIP 106999|M1IIIvar    | 5.09|325.04608744|+43.27380044|   1.601|
|HIP 87194 |K2III       | 5.09|267.20478791|+25.62296216|   1.141|
|HIP 9110  |K1p...      | 5.09|029.33763922|+17.81758940|   0.921|
|HIP 46283 |B6V         | 5.09|141.57490643|-53.37893587|  -0.102|
|HIP 77660 |A3Vn        | 5.09|237.81519764|-03.09042957|   0.135|
|HIP 36114 |K0III       | 5.09|111.59106537|-51.01849597|   1.038|
|HIP 23265 |K3III       | 5.09|075.08632052|+81.19402107|   1.304|
|HIP 117020|M2III       | 5.09|355.84315202|+10.33150851|   1.692|
|HIP 55597 |B5          | 5.09|170.83929752|-64.95473134|  -0.061|
|HIP 110256|M6III       | 5.09|335.00616756|-80.43964301|   1.276|
|HIP 48224 |B7III       | 5.09|147.48817288|-45.73276023|  -0.098|
|HIP 109102|K5III       | 5.09|331.50816631|+45.01438566|   1.568|
|HIP 90037 |K4/K5III    | 5.09|275.57751714|-38.65682498|   1.498|
|HIP 43413 |B0III       | 5.09|132.63943261|-46.52919614|  -0.205|
|HIP 16292 |A1V         | 5.09|052.50095974|+55.45183695|   0.022|
|HIP 35699 |M0III       | 5.09|110.48708081|+20.44371648|   1.528|
|HIP 31278 |B5Vn        | 5.09|098.40800314|-01.22011054|  -0.132|
|HIP 115444|K3III       | 5.09|350.76898818|+12.31395190|   1.315|
|HIP 98920 |K2III       | 5.09|301.28947757|+19.99087704|   1.058|
|HIP 79302 |K0III       | 5.09|242.75886281|-29.41600661|   1.131|
|HIP 88899 |A8III       | 5.10|272.22024304|+20.04528382|   0.176|
|HIP 94885 |K2II-IIIvar | 5.10|289.63537019|+01.08508548|   1.143|
|HIP 64803 |K0III       | 5.10|199.22129667|-31.50607670|   0.959|
|HIP 106944|K0III       | 5.10|324.88868707|+02.24376298|   1.034|
|HIP 78481 |G8III       | 5.10|240.30977487|+17.81802578|   0.992|
|HIP 13775 |B9p...      | 5.10|044.32200201|+31.93429432|  -0.007|
|HIP 113561|G0Ia        | 5.10|345.02126622|+56.94538131|   1.011|
|HIP 107382|G8II-III    | 5.10|326.25102876|-09.08242443|   1.108|
|HIP 57613 |M4III       | 5.10|177.18793920|-26.74975369|   1.594|
|HIP 117689|G7III       | 5.10|358.02789102|-82.01876765|   0.934|
|HIP 20522 |A3V         | 5.10|065.96599009|+09.46098377|   0.074|
|HIP 85162 |B7III       | 5.10|261.05455256|-44.16250170|  -0.052|
|HIP 70400 |A5V         | 5.10|216.04745973|+05.82011481|   0.124|
|HIP 82129 |Ap          | 5.10|251.66672526|-67.10965828|  -0.080|
|HIP 27534 |B6V         | 5.10|087.47313958|-66.90123090|  -0.128|
|HIP 19461 |G8III+...   | 5.10|062.51160698|+80.69867409|   0.589|
|HIP 15737 |K3III       | 5.10|050.68863399|+20.74210510|   1.231|
|HIP 111795|M4III       | 5.11|339.65778029|+56.79571012|   1.537|
|HIP 18213 |B6/B7V      | 5.11|058.41218403|-34.73229529|  -0.133|
|HIP 48833 |F6Vs        | 5.11|149.42143543|+41.05569741|   0.481|
|HIP 54461 |B9Ia        | 5.11|167.14169012|-61.94717969|   0.195|
|HIP 33104 |B7III       | 5.11|103.42600463|+68.88829173|  -0.114|
|HIP 109973|G8III       | 5.11|334.11070233|-41.62720198|   0.930|
|HIP 23941 |F2V         | 5.11|077.18194475|-04.45624625|   0.455|
|HIP 94083 |A9V         | 5.11|287.29061868|+76.56079335|   0.308|
|HIP 77982 |G6VII       | 5.11|238.87338903|-68.60298616|   1.108|
|HIP 101983|F8V         | 5.11|310.00944347|-60.54750937|   0.544|
|HIP 108317|M2 comp     | 5.11|329.16310055|+63.62556651|   1.547|
|HIP 6960  |A0V         | 5.11|022.40041765|-21.62934677|   0.028|
|HIP 112242|K0III       | 5.11|341.02285629|+41.81922714|   0.960|
|HIP 91875 |A0/A1V      | 5.11|280.94558795|-38.32331062|   0.075|
|HIP 65535 |Kp...       | 5.11|201.53182918|-39.75496493|   1.181|
|HIP 35406 |A0V         | 5.11|109.65913632|-36.74274935|  -0.170|
|HIP 102693|F1IV        | 5.11|312.12083153|-43.98827127|   0.361|
|HIP 90191 |A3IVn       | 5.11|276.05750733|+39.50724983|   0.047|
|HIP 95951 |B8V         | 5.12|292.68915293|+27.96527890|  -0.095|
|HIP 37664 |K1III       | 5.12|115.92428224|-40.93332961|   1.104|
|HIP 38373 |B8II        | 5.12|117.92498666|+01.76687765|  -0.116|
|HIP 113860|A9V         | 5.12|345.87401266|-34.74961718|   0.305|
|HIP 90806 |B9/B9.5V    | 5.12|277.85958633|-18.40264541|   0.016|
|HIP 35710 |K0III       | 5.12|110.51120175|+36.76063782|   1.082|
|HIP 23794 |B9.5V       | 5.12|076.69019503|-04.65516319|  -0.059|
|HIP 53261 |K3III       | 5.12|163.39382839|+54.58515228|   1.355|
|HIP 8882  |A3V         | 5.12|028.59191795|-42.49688104|  -0.060|
|HIP 96327 |G8III       | 5.12|293.78022188|-10.56043644|   1.122|
